EFO_url	EFO_value	cosine_distance	GWAS_trait	GWAS_ID
http://purl.obolibrary.org/obo/CHEBI_36080	protein	0.9751713	Peroxidasin-like protein	prot-a-2460
http://purl.obolibrary.org/obo/CHEBI_8551	Protein N6,N6,N6-trimethyl-L-lysine	0.9751713	Peroxidasin-like protein	prot-a-2460
http://www.ebi.ac.uk/efo/EFO_0008190	interleukin 7 receptor subunit alpha measurement	0.7869937	Interleukin-4 receptor subunit alpha	prot-a-1533
http://www.ebi.ac.uk/efo/EFO_0008186	interleukin 5 receptor subunit alpha measurement	0.7825774999999999	Interleukin-4 receptor subunit alpha	prot-a-1533
http://www.ebi.ac.uk/efo/EFO_0008183	interleukin 27 receptor subunit alpha measurement	0.7631756999999999	Interleukin-4 receptor subunit alpha	prot-a-1533
http://www.ebi.ac.uk/efo/EFO_0008172	interleukin 15 receptor subunit alpha measurement	0.7607676000000001	Interleukin-4 receptor subunit alpha	prot-a-1533
http://www.ebi.ac.uk/efo/EFO_0008187	interleukin 6 receptor subunit alpha measurement	0.7547539999999999	Interleukin-4 receptor subunit alpha	prot-a-1533
http://purl.obolibrary.org/obo/MONDO_0008903	lung cancer	0.9202067	Cancer code  self-reported: lung cancer	ukb-a-54
http://www.ebi.ac.uk/efo/EFO_0000311	cancer	0.8609462999999999	Cancer code  self-reported: lung cancer	ukb-a-54
http://www.ebi.ac.uk/efo/EFO_0001071	lung carcinoma	0.7528808	Cancer code  self-reported: lung cancer	ukb-a-54
http://purl.obolibrary.org/obo/BTO_0000551	lung cancer cell	0.7028080999999999	Cancer code  self-reported: lung cancer	ukb-a-54
http://www.ebi.ac.uk/efo/EFO_0008030	arylsulfatase B measurement	0.9015343	Arylsulfatase B	prot-a-172
http://www.ebi.ac.uk/efo/EFO_0008221	macrophage migration inhibitory factor measurement	0.9125717	Macrophage migration inhibitory factor	prot-a-1900
http://www.ebi.ac.uk/efo/EFO_0004620	vitamin B12 measurement	0.7353276	Treatment/medication code: vitamin b12 preparation	ukb-b-18819
http://www.ebi.ac.uk/efo/EFO_0008256	peptidyl-prolyl cis-trans isomerase D measurement	0.8597969999999999	Inactive peptidyl-prolyl cis-trans isomerase FKBP6	prot-a-1115
http://www.ebi.ac.uk/efo/EFO_0008257	peptidyl-prolyl cis-trans isomerase E measurement	0.8153836000000001	Inactive peptidyl-prolyl cis-trans isomerase FKBP6	prot-a-1115
http://www.ebi.ac.uk/efo/EFO_0007865	loneliness measurement	0.7017751000000001	Loneliness  isolation	ukb-a-239
http://www.ebi.ac.uk/efo/EFO_0005271	sleep duration	1.0	Sleep duration	ukb-a-9
http://www.ebi.ac.uk/efo/EFO_0008533	dyspepsia	1.0	Diagnoses - main ICD10: K30 Dyspepsia	ukb-b-14814
http://www.ebi.ac.uk/efo/EFO_0008236	monokine induced by gamma interferon measurement	0.8843353	Monokine induced by gamma interferon levels	ebi-a-GCST004435
http://www.ebi.ac.uk/efo/EFO_0008125	estrogen receptor measurement	0.8544518999999999	Estrogen receptor	prot-a-991
http://purl.obolibrary.org/obo/GO_0030284	estrogen receptor activity	0.8096061999999999	Estrogen receptor	prot-a-991
http://www.ebi.ac.uk/efo/EFO_0005512	estrogen receptor status	0.7667309	Estrogen receptor	prot-a-991
http://purl.obolibrary.org/obo/CHEBI_50739	estrogen receptor modulator	0.7288306	Estrogen receptor	prot-a-991
http://www.ebi.ac.uk/efo/EFO_0001715	volume	1.0	volume CerebralWhiteMatterVol	ubm-a-2702
http://www.ebi.ac.uk/efo/EFO_0009405	parasubiculum volume	0.8419821000000001	volume CerebralWhiteMatterVol	ubm-a-2702
http://www.ebi.ac.uk/efo/EFO_0009400	presubiculum volume	0.8350108999999999	volume CerebralWhiteMatterVol	ubm-a-2702
http://purl.obolibrary.org/obo/UO_0000165	volume percent	0.7712281000000001	volume CerebralWhiteMatterVol	ubm-a-2702
http://purl.obolibrary.org/obo/UO_0000095	volume unit	0.7580667000000001	volume CerebralWhiteMatterVol	ubm-a-2702
http://www.ebi.ac.uk/efo/EFO_0009399	subiculum volume	0.7196298000000001	volume CerebralWhiteMatterVol	ubm-a-2702
http://www.ebi.ac.uk/efo/EFO_0004633	protein C measurement	0.7007842	Pulmonary surfactant-associated protein C	prot-a-2711
http://www.ebi.ac.uk/efo/EFO_0004344	birth weight	1.0	Birth weight	ukb-b-13378
http://www.ebi.ac.uk/efo/EFO_0006901	angiopoietin-2 measurement	0.7708893000000001	Angiopoietin-2	prot-a-93
http://purl.obolibrary.org/obo/CHEBI_32509	pirinixic acid	0.9030426	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_64206	bromochloroacetic acid	0.8954530999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_1148	2-hydroxybutyric acid	0.8928548999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_60815	lysobisphosphatidic acid	0.892833	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_36006	icosapentaenoic acid	0.8927145000000001	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_37024	2-aminoadipic acid	0.8872466999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_24462	gulonic acid	0.8848087	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_86612	dihydroferulic acid	0.8839821000000001	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_64210	4-\{[(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)carbonyl]amino\}benzoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_32389	all-cis-octadeca-6,9,12,15-tetraenoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_28125	all-cis-docosa-4,7,10,13,16,19-hexaenoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_34005	(9R,13R)-12-oxo-phytodienoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_27487	3-(imidazol-5-yl)lactic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_44526	10-trans,12-cis-octadecadienoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_50138	1-(2,4-dichlorobenzyl)-1H-indazole-3-carboxylic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_61938	gamma-carboxy-L-glutamic acid zwitterion(2-)	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_15560	(15Z)-12-oxophyto-10,15-dienoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0004416	acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_42111	(R)-lactic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_15682	(N(omega)-L-arginino)succinic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_53486	all-cis-icosa-8,11,14-trienoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_6198	(S)-azetidine-2-carboxylic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_43580	3-(1H-indol-3-yl)propanoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_28854	(2,4-dichlorophenoxy)acetic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_28364	all-cis-icosa-5,8,11,14,17-pentaenoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_1941	4-(trimethylammonio)butanoic acid	0.8826251	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_81244	hyocholic acid	0.8825969	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_27389	3-aminoisobutyric acid	0.8823633	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_55379	camphorsulfonic acid	0.8795556	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_17445	3-hydroxyphenylacetic acid	0.8771701999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_2365	(+)-abscisic acid	0.8753952	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_9300	suberic acid	0.870554	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_17050	3-phosphoglyceric acid	0.866873	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010450	3-phosphoglyceric acid	0.866873	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_44897	phosphoenolpyruvic acid	0.8662182	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_60645	2-hydroxy-3-methylbutyric acid	0.8653818	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_68503	3-methyladipic acid	0.8652617	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_32918	1-naphthylacetic acid	0.8626394	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_17084	2-hydroxyglutaric acid	0.8614999000000001	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_24809	indole-3-carboxylic acid	0.8605119000000001	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_18058	oxamic acid	0.8571302999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_28297	hydantoin-5-propionic acid	0.8518995	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_83036	7alpha-hydroxy-3-oxo-4-cholestenoic acid	0.8481877	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_16831	3-hydroxy-3-methylglutaric acid	0.8411458999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_63965	7-chlorokynurenic acid	0.824989	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_20067	3-hydroxybutyric acid	0.81694	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_9008	salicyluric acid	0.8152585999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_41500	4-phenylbutyric acid	0.8039681000000001	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/NCIT_C76714	Gentisic Acid	0.8022640999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_61204	docosapentaenoic acid	0.801264	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/NCIT_C83527	Alpha-Ketoglutaric Acid	0.7643167	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_89118	5-hydroxymethyl-2-furoic acid	0.7630334999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010459	aminoadipic acid measurement	0.7546066	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0008359	eicosadienoic acid measurement	0.7512231	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0007977	nervonic acid measurement	0.7488067	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_35546	perfluorodecanoic acid	0.7456322	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_2567	alendronic acid	0.7448805999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_15793	3-hydroxyanthranilic acid	0.7390583	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010524	pimelic acid measurement	0.7376465999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0008356	dihomo-gamma-linoleic acid measurement	0.7346652	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0008350	alpha-linoleic acid measurement	0.7337449	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010534	suberic acid measurement	0.7302734	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010542	ureidopropionic acid measurement	0.7274258	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0008357	docosatetranoic acid measurement	0.7274258	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0007015	3-hydroxy-1-methylpropylmercapturic acid measurement	0.7241796	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010458	alpha-hydroxybutyric acid measurement	0.7238358	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0007763	dihomo-gamma-linolenic acid measurement	0.7224269000000001	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0007975	gondoic acid measurement	0.7219456	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010522	phosphoenolpyruvic acid measurement	0.7197053	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CHEBI_15756	Hexadecanoic acid	0.7183269000000001	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010523	phosphoglyceric acid measurement	0.7182137	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0008363	gamma-linoleic acid measurement	0.7139142999999999	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010449	3-methyladipic acid measurement	0.7132038	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010446	2-hydroxyglutaric acid measurement	0.7125553	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0010448	3-hydroxyphenylacetic acid measurement	0.7081280000000001	Adrenic acid (22:4n6)	ieu-a-1138
http://www.ebi.ac.uk/efo/EFO_0007014	3-hydroxypropylmercapturic acid measurement	0.7064265000000001	Adrenic acid (22:4n6)	ieu-a-1138
http://purl.obolibrary.org/obo/CL_0000148	melanocyte	0.7831903	Melanocyte protein PMEL	prot-a-2310
http://www.ebi.ac.uk/efo/EFO_0008296	tenascin measurement	0.8263457999999999	Tenascin	prot-a-3028
http://www.ebi.ac.uk/efo/EFO_0000270	asthma	1.0	Asthma	ieu-a-44
http://www.ebi.ac.uk/efo/EFO_1002011	adult onset asthma	0.7650676999999999	Asthma	ieu-a-44
http://www.ebi.ac.uk/efo/EFO_0009759	Chronic Obstructive Asthma	0.7319784	Asthma	ieu-a-44
http://www.ebi.ac.uk/efo/EFO_0004591	childhood onset asthma	0.717705	Asthma	ieu-a-44
http://www.ebi.ac.uk/efo/EFO_0010049	asthma symptoms measurement	0.7152177	Asthma	ieu-a-44
http://www.orpha.net/ORDO/Orphanet_295189	Zygodactyly type 2	0.7741476	Type 2 lactosamine alpha-2,3-sialyltransferase	prot-a-2850
http://www.orpha.net/ORDO/Orphanet_93398	Genochondromatosis type 2	0.7625982	Type 2 lactosamine alpha-2,3-sialyltransferase	prot-a-2850
http://www.orpha.net/ORDO/Orphanet_88660	Pseudohyperaldosteronism type 2	0.736532	Type 2 lactosamine alpha-2,3-sialyltransferase	prot-a-2850
http://www.ebi.ac.uk/efo/EFO_0000685	rheumatoid arthritis	1.0	Rheumatoid arthritis	ieu-a-831
http://www.ebi.ac.uk/efo/EFO_0009459	ACPA-positive rheumatoid arthritis	0.9196872	Rheumatoid arthritis	ieu-a-831
http://www.ebi.ac.uk/efo/EFO_0009460	ACPA-negative rheumatoid arthritis	0.8904163	Rheumatoid arthritis	ieu-a-831
http://purl.obolibrary.org/obo/HP_0002140	Ischemic stroke	1.0	Ischemic stroke	ebi-a-GCST005843
http://www.ebi.ac.uk/efo/EFO_0000712	stroke	0.8061491000000001	Ischemic stroke	ebi-a-GCST005843
http://www.ebi.ac.uk/efo/EFO_1001976	cardioembolic stroke	0.717848	Ischemic stroke	ebi-a-GCST005843
http://www.ebi.ac.uk/efo/EFO_0000537	hypertension	1.0	Non-cancer illness code  self-reported: hypertension	ukb-a-61
http://www.ebi.ac.uk/efo/EFO_1002032	primary hypertension	0.7834277000000001	Non-cancer illness code  self-reported: hypertension	ukb-a-61
http://www.ebi.ac.uk/efo/EFO_1002039	renal hypertension	0.7803895000000001	Non-cancer illness code  self-reported: hypertension	ukb-a-61
http://www.ebi.ac.uk/efo/EFO_1002034	secondary hypertension	0.7626222	Non-cancer illness code  self-reported: hypertension	ukb-a-61
http://www.ebi.ac.uk/efo/EFO_0004772	early onset hypertension	0.7463919999999999	Non-cancer illness code  self-reported: hypertension	ukb-a-61
http://www.ebi.ac.uk/efo/EFO_1001031	malignant hypertension	0.7437066000000001	Non-cancer illness code  self-reported: hypertension	ukb-a-61
http://www.orpha.net/ORDO/Orphanet_156629	Genetic hypertension	0.7317781000000001	Non-cancer illness code  self-reported: hypertension	ukb-a-61
http://www.ebi.ac.uk/efo/EFO_0008309	tumor necrosis factor receptor superfamily member 19L measurement	0.9352236	Tumor necrosis factor receptor superfamily member 18	prot-a-3044
http://www.ebi.ac.uk/efo/EFO_0008310	tumor necrosis factor receptor superfamily member EDAR measurement	0.9027371	Tumor necrosis factor receptor superfamily member 18	prot-a-3044
http://purl.obolibrary.org/obo/CHEBI_36080	protein	0.751501	Matrix-remodeling-associated protein 7	prot-a-1974
http://purl.obolibrary.org/obo/CHEBI_8551	Protein N6,N6,N6-trimethyl-L-lysine	0.751501	Matrix-remodeling-associated protein 7	prot-a-1974
http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	1.0	Parkinson's disease	ieu-a-812
http://purl.obolibrary.org/obo/HP_0004755	supraventricular tachycardia	1.0	Diagnoses - main ICD10: I47.1 Supraventricular tachycardia	ukb-b-11748
http://www.ebi.ac.uk/efo/EFO_0001715	volume	1.0	volume Left-Amygdala	ubm-a-2668
http://www.ebi.ac.uk/efo/EFO_0009405	parasubiculum volume	0.8419821000000001	volume Left-Amygdala	ubm-a-2668
http://www.ebi.ac.uk/efo/EFO_0009400	presubiculum volume	0.8350108999999999	volume Left-Amygdala	ubm-a-2668
http://purl.obolibrary.org/obo/UO_0000165	volume percent	0.7712281000000001	volume Left-Amygdala	ubm-a-2668
http://purl.obolibrary.org/obo/UO_0000095	volume unit	0.7580667000000001	volume Left-Amygdala	ubm-a-2668
http://www.ebi.ac.uk/efo/EFO_0009399	subiculum volume	0.7196298000000001	volume Left-Amygdala	ubm-a-2668
http://www.ebi.ac.uk/efo/EFO_0008188	interleukin 6 receptor subunit beta measurement	0.775849	Oncostatin-M-specific receptor subunit beta	prot-a-2156
http://www.ebi.ac.uk/efo/EFO_0008255	particulate matter air pollution measurement	0.9010123999999999	Particulate matter air pollution 2.5-10um; 2010	ukb-b-12963
http://www.ebi.ac.uk/efo/EFO_0007908	traffic air pollution measurement	0.7213746000000001	Particulate matter air pollution 2.5-10um; 2010	ukb-b-12963
http://www.ebi.ac.uk/efo/EFO_0009820	seeing a general practitioner for nerves, anxiety, tension or depression, self-reported	0.8169693	Seen doctor (GP) for nerves, anxiety, tension or depression	ukb-b-6991
http://www.ebi.ac.uk/efo/EFO_0009821	seeing a psychiatrist for nerves, anxiety, tension or depression, self-reported	0.7841218000000001	Seen doctor (GP) for nerves, anxiety, tension or depression	ukb-b-6991
http://www.ebi.ac.uk/efo/EFO_0004143	carpal tunnel syndrome	0.7385705	Operation code: carpal tunnel surgery	ukb-b-17788
http://www.ebi.ac.uk/efo/EFO_0000621	neuroblastoma	1.0	Neuroblastoma	ieu-a-816
http://purl.obolibrary.org/obo/MONDO_0000551	retroperitoneal neuroblastoma	0.8276219	Neuroblastoma	ieu-a-816
http://purl.obolibrary.org/obo/MONDO_0002749	extracranial neuroblastoma	0.823669	Neuroblastoma	ieu-a-816
http://www.ebi.ac.uk/efo/EFO_0006391	dopaminergic neuroblastoma	0.8137554	Neuroblastoma	ieu-a-816
http://www.ebi.ac.uk/efo/EFO_1000367	Mediastinal Neuroblastoma	0.7976614	Neuroblastoma	ieu-a-816
http://www.ebi.ac.uk/efo/EFO_1000075	Adrenal Gland Neuroblastoma	0.7623696	Neuroblastoma	ieu-a-816
http://www.ebi.ac.uk/efo/EFO_0005214	neuroblastoma cell line	0.7551272	Neuroblastoma	ieu-a-816
http://www.ebi.ac.uk/efo/EFO_1000407	Olfactory Neuroblastoma	0.7532002	Neuroblastoma	ieu-a-816
http://purl.obolibrary.org/obo/MONDO_0009741	neuroblastoma, susceptibility to	0.7489250000000001	Neuroblastoma	ieu-a-816
http://purl.obolibrary.org/obo/CHEBI_78604	ursodeoxycholate	1.0	Ursodeoxycholate	ieu-a-346
http://purl.obolibrary.org/obo/CHEBI_36234	chenodeoxycholate	0.7549977000000001	Ursodeoxycholate	ieu-a-346
http://www.ebi.ac.uk/efo/EFO_0008304	trefoil factor 3 measurement	0.8163119999999999	Trefoil factor 1	prot-a-2951
http://www.ebi.ac.uk/efo/EFO_0008031	aspartate aminotransferase, cytoplasmic measurement	0.9259906	Aspartate aminotransferase, cytoplasmic	prot-a-1241
http://purl.obolibrary.org/obo/CHEBI_17855	triglyceride	0.7022512000000001	Triglycerides in IDL	ieu-a-872
http://www.ebi.ac.uk/efo/EFO_0000692	schizophrenia	1.0	Schizophrenia	ieu-a-22
http://www.ebi.ac.uk/efo/EFO_0004609	treatment refractory schizophrenia	0.7272097	Schizophrenia	ieu-a-22
http://www.ebi.ac.uk/efo/EFO_0008232	methionine aminopeptidase 2 measurement	0.7054552999999999	X-prolyl aminopeptidase 2	prot-b-41
http://www.ebi.ac.uk/efo/EFO_0008289	SPARC-like protein 1 measurement	0.7718737	Myotubularin-related protein 1	prot-a-1963
http://www.ebi.ac.uk/efo/EFO_1000730	Ludwig's angina	0.7578758999999999	Diagnoses - main ICD10: I20.0 Unstable angina	ukb-b-12047
http://www.ebi.ac.uk/efo/EFO_1000013	Prinzmetal's angina	0.7417681	Diagnoses - main ICD10: I20.0 Unstable angina	ukb-b-12047
http://www.ebi.ac.uk/efo/EFO_0008309	tumor necrosis factor receptor superfamily member 19L measurement	0.7976048	TNF receptor superfamily member 1B	prot-b-42
http://www.ebi.ac.uk/efo/EFO_0008310	tumor necrosis factor receptor superfamily member EDAR measurement	0.7871064000000001	TNF receptor superfamily member 1B	prot-b-42
http://www.ebi.ac.uk/efo/EFO_0008109	Dickkopf-related protein 3 measurement	0.7077165000000001	Olfactomedin-like protein 3	prot-a-2145
http://www.ebi.ac.uk/efo/EFO_0008641	3’-end-seq	0.7834302	Exostosin-like 2	prot-a-1003
http://www.ebi.ac.uk/efo/EFO_0008255	particulate matter air pollution measurement	0.7463865000000001	Nitrogen dioxide air pollution; 2010	ukb-b-9942
http://www.ebi.ac.uk/efo/EFO_0007908	traffic air pollution measurement	0.7077229	Nitrogen dioxide air pollution; 2010	ukb-b-9942
http://www.ebi.ac.uk/efo/EFO_0008146	growth-regulated alpha protein measurement	0.8831555	Growth-regulated alpha protein	prot-a-742
http://purl.obolibrary.org/obo/CHEBI_24621	hormone	0.8750992	Appetite-regulating hormone	prot-a-1212
http://www.ebi.ac.uk/efo/EFO_0008167	interleukin 1 Receptor accessory protein measurement	0.8145226999999999	Interleukin-1 Receptor accessory protein	prot-a-1499
http://www.ebi.ac.uk/efo/EFO_0008179	interleukin 18 receptor accessory protein measurement	0.7163736	Interleukin-1 Receptor accessory protein	prot-a-1499
http://www.ebi.ac.uk/efo/EFO_0008263	platelet glycoprotein VI measurement	0.784297	Platelet glycoprotein V	prot-a-1243
http://www.ebi.ac.uk/efo/EFO_0008262	platelet glycoprotein 4 measurement	0.7256341	Platelet glycoprotein V	prot-a-1243
http://www.ebi.ac.uk/efo/EFO_0008568	Sleep Disorder	0.7700236	Diagnoses - main ICD10: G47 Sleep disorders	ukb-a-527
http://www.ebi.ac.uk/efo/EFO_0009843	substance-induced sleep disorder	0.7245098000000001	Diagnoses - main ICD10: G47 Sleep disorders	ukb-a-527
http://www.ebi.ac.uk/efo/EFO_0007984	platelet component distribution width	0.8859570000000001	Platelet distribution width	ebi-a-GCST004616
http://www.ebi.ac.uk/efo/EFO_0009188	Red cell distribution width	0.7485952	Platelet distribution width	ebi-a-GCST004616
http://www.ebi.ac.uk/efo/EFO_0005192	red blood cell distribution width	0.7452114999999999	Platelet distribution width	ebi-a-GCST004616
http://www.ebi.ac.uk/efo/EFO_1001976	cardioembolic stroke	0.9026190999999999	Ischemic stroke (cardioembolic)	ebi-a-GCST005842
http://purl.obolibrary.org/obo/HP_0002140	Ischemic stroke	0.8771895999999999	Ischemic stroke (cardioembolic)	ebi-a-GCST005842
http://www.ebi.ac.uk/efo/EFO_0000712	stroke	0.718261	Ischemic stroke (cardioembolic)	ebi-a-GCST005842
http://purl.obolibrary.org/obo/CHEBI_85533	trans-4-hydroxy-L-proline betaine	0.7591056	Tryptophan betaine	ieu-a-743
http://purl.obolibrary.org/obo/CHEBI_35280	L-proline betaine	0.7293107999999999	Tryptophan betaine	ieu-a-743
http://www.ebi.ac.uk/efo/EFO_0008641	3’-end-seq	0.8117353	Beta-1,4-galactosyltransferase 6	prot-a-220
http://www.ebi.ac.uk/efo/EFO_0008647	5’-GRO-seq	0.8058915	Beta-1,4-galactosyltransferase 6	prot-a-220
http://www.ebi.ac.uk/efo/EFO_0008021	alpha-2-macroglobulin receptor-associated protein measurement	0.9260923000000001	alpha-2-macroglobulin receptor-associated protein	prot-a-1781
http://purl.obolibrary.org/obo/CHEBI_16113	cholesterol	0.8249770000000001	Cholesterol, total	ebi-a-GCST002221
http://www.ebi.ac.uk/efo/EFO_0005688	NHDL cholesterol	0.7692573	Cholesterol, total	ebi-a-GCST002221
http://purl.obolibrary.org/obo/CHEBI_16113	cholesterol	0.7090964	Non-cancer illness code, self-reported: high cholesterol	ukb-b-10912
http://www.ebi.ac.uk/efo/EFO_0004526	mean corpuscular volume	1.0	Mean corpuscular volume	ebi-a-GCST004602
http://www.ebi.ac.uk/efo/EFO_0004528	mean corpuscular hemoglobin concentration	0.7494088000000001	Mean corpuscular volume	ebi-a-GCST004602
http://www.ebi.ac.uk/efo/EFO_0004527	mean corpuscular hemoglobin	0.7241997	Mean corpuscular volume	ebi-a-GCST004602
http://www.ebi.ac.uk/efo/EFO_0004339	body height	0.7870196	Height	ieu-a-96
http://purl.obolibrary.org/obo/CHEBI_8378	prednisolone	1.0	Treatment/medication code: prednisolone	ukb-b-8241
