,igd_id,igd_trait,obo_id,label,description,keep
3113,ieu-a-1166,ER- Breast cancer (GWAS),NCIT:C139558,Prognostic Stage IB Breast Cancer AJCC v8,"Stage IB includes: (T1, N0, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T1, N0, M0, G1, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T1, N0, M0, G2, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T1, N0, M0, G2, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T1, N0, M0, G2, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T1, N0, M0, G3, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T1, N0, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T0-1, N1mi, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T0-1, N1mi, M0, G1, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T0-1, N1mi, M0, G2, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T0-1, N1mi, M0, G2, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T0-1, N1mi, M0, G2, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T0-1, N1mi, M0, G3, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T0-1, N1mi, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T2, N0, M0, G1-3, HER2 Status: Positive, ER Status: Positive, PR Status: Positive); (T2, N0, M0, G1-2, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T1, N1, M0, G1-3, HER2 Status: Positive, ER Status: Positive, PR Status: Positive); (T1, N1, M0, G1-2, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T2, N1, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T2, N1, M0, G2, HER2 Status: Positive, ER Status: Positive, PR Status: Positive); (T0-2, N2, M0, G1-2, HER2 Status: Positive, ER Status: Positive, PR Status: Positive); (T3, N1-2, M0, G1, HER2 Status: Positive, ER Status: Positive, PR Status: Positive); (T3, N1-2, M0, G2, HER2 Status: Positive, ER Status: Positive, PR Status: Positive). T0: No evidence of primary tumor. T1: Tumor measuring 20 mm or less in greatest dimension. T2: Tumor measuring more than 20 mm, but not more than 50 mm in greatest dimension. T3: Tumor measuring more than 50 mm in greatest dimension. N0: No regional lymph node metastasis is identified or isolated tumor cell clusters (ITCs) are identified only. N1: Tumor with micrometastases; or metastases in 1-3 axillary lymph nodes; and/or clinically negative internal mammary nodes with micrometastases or macrometastases by sentinel lymph node biopsy. N1mi: Micrometastases (approximately 200 cells, larger than 0.2 mm, but none larger than 2.0 mm). N2: Tumor with metastases in 4-9 axillary lymph nodes; or positive ipsilateral internal mammary lymph nodes by imaging in the absence of axillary lymph node metastases. G1: Low combined histologic grade (favorable); SBR score of 3-5 points. G2: Intermediate combined histologic grade (moderately favorable); SBR score: 6-7 points. G3: High combined histologic grade (unfavorable); SBR score of 8-9 points. M0: No clinical or radiographic evidence of distant metastases. Imaging studies are not required to assign the M0 category. (AJCC 8th ed.)",
3114,ieu-a-1166,ER- Breast cancer (GWAS),NCIT:C139571,Prognostic Stage IIA Breast Cancer AJCC v8,"Stage IIA includes: (T1, N0, M0, G1, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T1, N0, M0, G2, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T1, N0, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T1, N0, M0, G3, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T1, N0, M0, G3, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T0-1, N1mi, M0, G1, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T0-1, N1mi, M0, G2, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T0-1, N1mi, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T0-1, N1mi, M0, G3, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T0-1, N1mi, M0, G3, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T0-1, N1, M0, G1, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T0-1, N1, M0, G1-2, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T0-1, N1, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T0-1, N1, M0, G1, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T0-1, N1, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T2, N0, M0, G1, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T2, N0, M0, G1-2, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T2, N0, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T2, N0, M0, G1, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T2, N0, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T0-2, N2, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T3, N1-2, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Positive). T0: No evidence of primary tumor. T1: Tumor measuring 20 mm or less in greatest dimension. T2: Tumor measuring more than 20 mm, but not more than 50 mm in greatest dimension. T3: Tumor measuring more than 50 mm in greatest dimension. N0: No regional lymph node metastasis is identified or isolated tumor cell clusters (ITCs) are identified only. N1: Tumor with micrometastases; or metastases in 1-3 axillary lymph nodes; and/or clinically negative internal mammary nodes with micrometastases or macrometastases by sentinel lymph node biopsy. N1mi: Micrometastases (approximately 200 cells, larger than 0.2 mm, but none larger than 2.0 mm). N2: Tumor with metastases in 4-9 axillary lymph nodes; or positive ipsilateral internal mammary lymph nodes by imaging in the absence of axillary lymph node metastases. G1: Low combined histologic grade (favorable); SBR score of 3-5 points. G2: Intermediate combined histologic grade (moderately favorable); SBR score: 6-7 points. G3: High combined histologic grade (unfavorable); SBR score of 8-9 points. M0: No clinical or radiographic evidence of distant metastases. Imaging studies are not required to assign the M0 category. (AJCC 8th ed.)",
3115,ieu-a-1166,ER- Breast cancer (GWAS),NCIT:C139584,Prognostic Stage IIIB Breast Cancer AJCC v8,"Stage IIIB includes: (T2, N1, M0, G1-2, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T2, N1, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T3, N0, M0, G1-2, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T3, N0, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T0-2, N2, M0, G2, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T0-2, N2, M0, G2, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T0-2, N2, M0, G3, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T0-2, N2, M0, G3, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T0-2, N2, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T3, N1-2, M0, G2, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T3, N1-2, M0, G2, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T3, N1-2, M0, G3, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T3, N1-2, M0, G3, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T3, N1-2, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T4, N0-2, M0, G1, HER2 Status: Positive, ER Status: Any, PR Status: Any); (T4, N0-2, M0, G2, HER2 Status: Positive, ER Status: Positive, PR Status: Positive); (T4, N0-2, M0, G2, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (T4, N0-2, M0, G3, HER2 Status: Positive, ER Status: Positive, PR Status: Positive); (Any T, N3, M0, G1, HER2 Status: Positive, ER Status: Any, PR Status: Any); (Any T, N3, M0, G2, HER2 Status: Positive, ER Status: Positive, PR Status: Positive); (Any T, N3, M0, G2, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (Any T, N3, M0, G3, HER2 Status: Positive, ER Status: Positive, PR Status: Positive). T0: No evidence of primary tumor. T1: Tumor measuring 20 mm or less in greatest dimension. T2: Tumor measuring more than 20 mm, but not more than 50 mm in greatest dimension. T3: Tumor measuring more than 50 mm in greatest dimension. T4: Tumor of any size with direct extension to the chest wall and/or to the skin (ulceration or macroscopic nodules); invasion of the dermis alone does not qualify as T4. N0: No regional lymph node metastasis is identified or isolated tumor cell clusters (ITCs) are identified only. N1: Tumor with micrometastases; or metastases in 1-3 axillary lymph nodes; and/or clinically negative internal mammary nodes with micrometastases or macrometastases by sentinel lymph node biopsy. N2: Tumor with metastases in 4-9 axillary lymph nodes; or positive ipsilateral internal mammary lymph nodes by imaging in the absence of axillary lymph node metastases. N3: Tumor with metastases in 10 or more axillary lymph nodes; or in infraclavicular (level III axillary) lymph nodes; or positive ipsilateral internal mammary lymph nodes by imaging in the presence of one or more positive level I, II axillary lymph nodes; or in more than three axillary lymph nodes and micrometastases or macrometastases by sentinel lymph node biopsy in clinically negative ipsilateral internal mammary lymph nodes; or in ipsilateral supraclavicular lymph nodes. G1: Low combined histologic grade (favorable); SBR score of 3-5 points. G2: Intermediate combined histologic grade (moderately favorable); SBR score: 6-7 points. G3: High combined histologic grade (unfavorable); SBR score of 8-9 points. M0: No clinical or radiographic evidence of distant metastases. Imaging studies are not required to assign the M0 category. (AJCC 8th ed.)",
3116,ieu-a-1166,ER- Breast cancer (GWAS),NCIT:C125993,Burcombe Breast Cancer 2005 Oncology Response Criteria,,
3117,ieu-a-1166,ER- Breast cancer (GWAS),NCIT:C139583,Prognostic Stage IIIA Breast Cancer AJCC v8,"Stage IIIA includes: (T0-1, N1, M0, G2, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T0-1, N1, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T0-1, N1, M0, G3, HER2 Status: Negative, ER Status: Negative, PR Status: Any); (T2, N0, M0, G2, HER2 Status: Negative, ER Status: Negative, PR Status: Negative); (T2, N0, M0, G3, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T2, N0, M0, G3, HER2 Status: Negative, ER Status: Negative, PR Status: Any); (T2, N1, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T2, N1, M0, G2, HER2 Status: Positive, ER Status: Negative, PR Status: Negative); (T2, N1, M0, G2, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T2, N1, M0, G3, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T2, N1, M0, G3, HER2 Status: Positive, ER Status: Negative, PR Status: Negative); (T3, N0, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T3, N0, M0, G2, HER2 Status: Positive, ER Status: Negative, PR Status: Negative); (T3, N0, M0, G2, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T3, N0, M0, G3, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T3, N0, M0, G3, HER2 Status: Positive, ER Status: Negative, PR Status: Negative); (T0-2, N2, M0, G1, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T0-2, N2, M0, G1, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T0-2, N2, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T0-2, N2, M0, G1, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T0-2, N2, M0, G2, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); ( T0-2, N2, M0, G2, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T3, N1-2, M0, G1, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T3, N1-2, M0, G1, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T3, N1-2, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Negative); (T3, N1-2, M0, G1, HER2 Status: Negative, ER Status: Negative, PR Status: Positive); (T3, N1-2, M0, G2, HER2 Status: Positive, ER Status: Positive, PR Status: Negative); (T3, N1-2, M0, G2, HER2 Status: Positive, ER Status: Negative, PR Status: Any); (T4, N0-2, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Positive); (Any T, N3, M0, G1, HER2 Status: Negative, ER Status: Positive, PR Status: Positive). T0: No evidence of primary tumor. T1: Tumor measuring 20 mm or less in greatest dimension. T2: Tumor measuring more than 20 mm, but not more than 50 mm in greatest dimension. T3: Tumor measuring more than 50 mm in greatest dimension. T4: Tumor of any size with direct extension to the chest wall and/or to the skin (ulceration or macroscopic nodules); invasion of the dermis alone does not qualify as T4. N0: No regional lymph node metastasis is identified or isolated tumor cell clusters (ITCs) are identified only. N1: Tumor with micrometastases; or metastases in 1-3 axillary lymph nodes; and/or clinically negative internal mammary nodes with micrometastases or macrometastases by sentinel lymph node biopsy. N2: Tumor with metastases in 4-9 axillary lymph nodes; or positive ipsilateral internal mammary lymph nodes by imaging in the absence of axillary lymph node metastases. N3: Tumor with metastases in 10 or more axillary lymph nodes; or in infraclavicular (level III axillary) lymph nodes; or positive ipsilateral internal mammary lymph nodes by imaging in the presence of one or more positive level I, II axillary lymph nodes; or in more than three axillary lymph nodes and micrometastases or macrometastases by sentinel lymph node biopsy in clinically negative ipsilateral internal mammary lymph nodes; or in ipsilateral supraclavicular lymph nodes. G1: Low combined histologic grade (favorable); SBR score of 3-5 points. G2: Intermediate combined histologic grade (moderately favorable); SBR score: 6-7 points. G3: High combined histologic grade (unfavorable); SBR score of 8-9 points. M0: No clinical or radiographic evidence of distant metastases. Imaging studies are not required to assign the M0 category. (AJCC 8th ed.)",
3118,ieu-a-987,Lung cancer,MONDO:0008903,lung cancer,,1
3119,ieu-a-987,Lung cancer,MONDO:0008903,lung cancer,A malignant neoplasm involving the lung.,
3120,ieu-a-987,Lung cancer,DOID:1324,lung cancer,A respiratory system cancer that is located_in the lung.,
3121,ieu-a-987,Lung cancer,NA,Lung cancer,"(LNCR) -  A common malignancy affecting tissues of the lung. The most common form of lung cancer is non-small cell lung cancer (NSCLC) that can be divided into 3 major histologic subtypes -  squamous cell carcinoma, adenocarcinoma, and large cell lung cancer. NSCLC is often diagnosed at an advanced stage and has a poor prognosis.",
3122,ieu-a-987,Lung cancer,NA,Lung cancer,"(LNCR) -  A common malignancy affecting tissues of the lung. The most common form of lung cancer is non-small cell lung cancer (NSCLC) that can be divided into 3 major histologic subtypes -  squamous cell carcinoma, adenocarcinoma, and large cell lung cancer. NSCLC is often diagnosed at an advanced stage and has a poor prognosis.",
3123,ieu-a-987,Lung cancer,NA,Lung cancer,"(LNCR) -  A common malignancy affecting tissues of the lung. The most common form of lung cancer is non-small cell lung cancer (NSCLC) that can be divided into 3 major histologic subtypes -  squamous cell carcinoma, adenocarcinoma, and large cell lung cancer. NSCLC is often diagnosed at an advanced stage and has a poor prognosis.",
3124,ieu-a-987,Lung cancer,NA,Lung cancer,"(LNCR) -  A common malignancy affecting tissues of the lung. The most common form of lung cancer is non-small cell lung cancer (NSCLC) that can be divided into 3 major histologic subtypes -  squamous cell carcinoma, adenocarcinoma, and large cell lung cancer. NSCLC is often diagnosed at an advanced stage and has a poor prognosis.",
3125,ieu-a-987,Lung cancer,NA,Lung cancer,"(LNCR) -  A common malignancy affecting tissues of the lung. The most common form of lung cancer is non-small cell lung cancer (NSCLC) that can be divided into 3 major histologic subtypes -  squamous cell carcinoma, adenocarcinoma, and large cell lung cancer. NSCLC is often diagnosed at an advanced stage and has a poor prognosis.",
3126,ieu-a-987,Lung cancer,DOID:1324,lung cancer,A respiratory system cancer that is located_in the lung.,
3127,ieu-a-987,Lung cancer,DOID:1324,lung cancer,A respiratory system cancer that is located_in the lung.,
3128,ieu-a-987,Lung cancer,DOID:1324,lung cancer,位_于肺部的呼吸系统癌症。,
3129,ieu-a-987,Lung cancer,NA,Lung cancer,"(LNCR) -  A common malignancy affecting tissues of the lung. The most common form of lung cancer is non-small cell lung cancer (NSCLC) that can be divided into 3 major histologic subtypes -  squamous cell carcinoma, adenocarcinoma, and large cell lung cancer. NSCLC is often diagnosed at an advanced stage and has a poor prognosis.",
3130,ieu-a-987,Lung cancer,NA,Lung cancer,"(LNCR) -  A common malignancy affecting tissues of the lung. The most common form of lung cancer is non-small cell lung cancer (NSCLC) that can be divided into 3 major histologic subtypes -  squamous cell carcinoma, adenocarcinoma, and large cell lung cancer. NSCLC is often diagnosed at an advanced stage and has a poor prognosis.",
3131,ieu-a-987,Lung cancer,DOID:1324,lung cancer,A respiratory system cancer that is located_in the lung.,
3132,ieu-a-987,Lung cancer,DOID:1324,lung cancer,A respiratory system cancer that is located_in the lung.,
3133,ieu-a-987,Lung cancer,NCIT:C4878,Lung Carcinoma,"A carcinoma originating in the lung. Lung carcinomas usually arise from the epithelium that lines the bronchial tree (bronchogenic carcinomas), and are classified as small cell or non-small cell carcinomas. Non-small cell lung carcinomas are usually adenocarcinomas, squamous cell carcinomas, or large cell carcinomas. Metastatic carcinomas to the lung are also common, and can be difficult to distinguish from primary tumors.",
3134,ieu-a-987,Lung cancer,PW:0000703,lung cancer pathway,Lung cancer is one of the most common causes of cancer-related death in men but is also very common in women. The main types are represented by small cell and non-small cell lung carcinomas. The former tends to respond better to chemotherapy; the latter is at times treated surgically.,
3135,ieu-a-987,Lung cancer,Orphanet:70573,Small cell lung cancer,"Small cell lung cancer (SCLC) is a highly aggressive malignant neoplasm, accounting for 10-15% of lung cancer cases, characterized by rapid growth, and early metastasis. SCLC usually manifests as a large hilar mass with bulky mediastinal lymphadenopathy presenting clinically with chest pain, persistent cough, dyspnea, wheezing, hoarseness, hemoptysis, loss of appetite, weight loss, and neurological and endocrine paraneoplastic syndromes. SCLC is primarily reported in elderly people with a history of long-term tobacco exposure.",
3136,ieu-a-987,Lung cancer,BTO:0000762,lung cancer cell line,,
3137,ieu-a-987,Lung cancer,BTO:0000551,lung cancer cell,Cancer cell of the major organ of respiration the lung.,
3138,ieu-a-987,Lung cancer,EFO:0002934,lung cancer cell line,,
3139,ieu-a-1094,Parents' age at death,EFO:0005056,age at death,The age at which death occurs.,
3140,ieu-a-1094,Parents' age at death,EFO:0009721,mother's age at death,The age of a person's mother at which mother's death occurred.,1
3141,ieu-a-1094,Parents' age at death,EFO:0009712,father's age at death,The age of a person's father at which father's death occurred.,1
3142,ieu-a-1094,Parents' age at death,NCIT:C135383,Age at Death,The age at which death occurred.,
3143,ieu-a-1094,Parents' age at death,EFO:0005056,age at death,The age at which death occurs.,
3144,ieu-a-1094,Parents' age at death,EFO:0005056,age at death,,
3145,ieu-a-1094,Parents' age at death,EFO:0005056,age at death,The age at which death occurs.,
3146,ieu-a-1094,Parents' age at death,EFO:0005056,age at death,The age at which death occurs.,
3147,ieu-a-1094,Parents' age at death,NCIT:C135383,Age at Death,The age at which death occurred.,
3148,ieu-a-1094,Parents' age at death,CMO:0001193,age at time of death,Measurement of the amount of time between the beginning of life of an organism and the permanent and irreversible cessation of the vital functions of that organism.,
3149,ieu-a-1094,Parents' age at death,OMIT:0011286,Parents,,
3150,ieu-a-1094,Parents' age at death,HP:0011420,Age of death,The age group when the cessation of life happens.,
3151,ieu-a-1094,Parents' age at death,NA,Adverse Event Reporting Ontology,"The Adverse Event Reporting Ontology (AERO) is an ontology aimed at supporting clinicians at the time of data entry, increasing quality and accuracy of reported adverse events",
3152,ieu-a-1094,Parents' age at death,NA,Minimum Information for A Phylogenetic Analysis (MIAPA) Ontology,"The MIAPA ontology is intended to be an application ontology for the purpose of semantic annotation of phylogenetic data according to the requirements and recommendations of the Minimum Information for A Phylogenetic Analysis (MIAPA) metadata reporting standard. The ontology leverages (imports) primarily from the CDAO (Comparative Data Analysis Ontology), PROV (W3C Provenance Ontology), and SWO (Software Ontology, which includes the EDAM ontologies) ontologies. It adds some assertions of its own, as well as some classes and individuals that may eventually get pushed down into one of the respective source ontologies.

This ontology is maintained at http://github.com/miapa/miapa, and requests for changes or additions should be filed at the issue tracker there. The discussion list is at miapa-discuss@googlegroups.com. Further resources about MIAPA can be found at the project's main page at http://evoio.org/wiki/MIAPA.",
3153,ieu-a-1094,Parents' age at death,EFO:0008007,age at assessment,The age of an individual at the time an assessment takes place,
3154,ieu-a-1094,Parents' age at death,EFO:0005602,age at alcohol diagnosis,,
3155,ieu-a-1094,Parents' age at death,EFO:0007888,age at voice drop,"The age of onset of (human) voice drop, the deepening of the voice of adolescents as they reach puberty",
3156,ieu-a-1094,Parents' age at death,EFO:0004918,age at diagnosis,"The age, measured from some defined time point e.g. birth at which a subject (e.g. a human patient) is diagnosed with some disease e.g. breast cancer.",
3157,ieu-a-1094,Parents' age at death,EFO:0004847,age at onset,"The age at which some process, or disease started in a human individual.",
3158,ieu-a-1094,Parents' age at death,EFO:0004703,age at menarche,"The age of onset of (human) menarche, the beginning of the first menstrual cycle in an individual",
3159,ieu-a-973,Ulcerative colitis,NCIT:C2952,Ulcerative Colitis,"An inflammatory bowel disease involving the mucosal surface of the large intestine and rectum. It may present with an acute or slow onset and follows an intermittent or continuous course. Signs and symptoms include abdominal pain, diarrhea, fever, weight loss, and intestinal hemorrhage.",
3160,ieu-a-973,Ulcerative colitis,EFO:0000729,ulcerative colitis,"Inflammation of the COLON that is predominantly confined to the MUCOSA. Its major symptoms include DIARRHEA, rectal BLEEDING, the passage of MUCUS, and ABDOMINAL PAIN.",1
3161,ieu-a-973,Ulcerative colitis,EFO:0000729,ulcerative colitis,"An inflammatory bowel disease involving the mucosal surface of the large intestine and rectum. It may present with an acute or slow onset and follows an intermittent or continuous course. Signs and symptoms include abdominal pain, diarrhea, fever, weight loss, and intestinal hemorrhage.",
3162,ieu-a-973,Ulcerative colitis,DOID:8577,ulcerative colitis,"A colitis that is predominantly confined to the mucosa located_in colon and includes characteristic ulcers, or open sores.",
3163,ieu-a-973,Ulcerative colitis,HP:0100279,Ulcerative colitis,"A chronic inflammatory bowel disease that includes characteristic ulcers, or open sores, in the colon. The main symptom of active disease is usually constant diarrhea mixed with blood, of gradual onset and intermittent periods of exacerbated symptoms contrasting with periods that are relatively symptom-free. In contrast to Crohn's disease this special form of colitis begins in the distal parts of the rectum, spreads continually upwards and affects only mucose and submucose tissue of the colon.",
3164,ieu-a-973,Ulcerative colitis,EFO:0000729,ulcerative colitis,,
3165,ieu-a-973,Ulcerative colitis,DOID:8577,ulcerative colitis,,
3166,ieu-a-973,Ulcerative colitis,DOID:8577,ulcerative colitis,"A colitis that is predominantly confined to the mucosa located_in colon and includes characteristic ulcers, or open sores.",
3167,ieu-a-973,Ulcerative colitis,OMIT:0004402,"Colitis, Ulcerative",,
3168,ieu-a-973,Ulcerative colitis,MONDO:0005101,ulcerative colitis (disease),,
3169,ieu-a-973,Ulcerative colitis,OAE:0004261,colitis ulcerative AE,a colitis AE that is a disease that causes inflammation and sores (ulcers) in the lining of the large intestine.,
3170,ieu-a-973,Ulcerative colitis,EFO:1000226,Dysplasia in Ulcerative Colitis,A morphologic finding indicating the presence of dysplastic epithelial changes in a large intestinal tissue sample that is affected by ulcerative colitis.,
3171,ieu-a-973,Ulcerative colitis,NCIT:C122413,Ulcerative Colitis Flare,An exacerbation of ulcerative colitis.,
3172,ieu-a-973,Ulcerative colitis,NCIT:C45433,Dysplasia in Ulcerative Colitis,A morphologic finding indicating the presence of dysplastic epithelial changes in a large intestinal tissue sample that is affected by ulcerative colitis.,
3173,ieu-a-973,Ulcerative colitis,OAE:0004261,colitis ulcerative AE,a colitis AE that is a disease that causes inflammation and sores (ulcers) in the lining of the large intestine.,
3174,ieu-a-973,Ulcerative colitis,NA,"Colitis, Ulcerative [Disease/Finding]",,
3175,ieu-a-973,Ulcerative colitis,NA,"Colitis, Ulcerative [Disease/Finding]",,
3176,ieu-a-973,Ulcerative colitis,NCIT:C96496,Ulcerative Colitis-Associated Colorectal Adenocarcinoma,"A colorectal adenocarcinoma that develops in patients with a history of ulcerative colitis.  Such carcinomas are usually multiple and flat.  Histologically, they are usually mucinous or signet-ring cell type.",
3177,ieu-a-973,Ulcerative colitis,BTO:0004526,ulcerative colitis disease specific cell type,"Ulcerative colitis is a disease that causes inflammation and sores, called ulcers, in the lining of the rectum and colon.",
3178,ieu-a-973,Ulcerative colitis,NCIT:C45432,High Grade Dysplasia in Ulcerative Colitis,,
3179,ieu-a-973,Ulcerative colitis,NCIT:C45431,Low Grade Dysplasia in Ulcerative Colitis,,
3180,ieu-a-806,Autism,HP:0000717,Autism,"Autism is a neurodevelopmental disorder characterized by impaired social interaction and communication, and by restricted and repetitive behavior. Autism begins in childhood. It is marked by the presence of markedly abnormal or impaired development in social interaction and communication and a markedly restricted repertoire of activity and interest. Manifestations of the disorder vary greatly depending on the developmental level and chronological age of the individual (DSM-IV).",
3181,ieu-a-806,Autism,NCIT:C97161,Autism,"A disorder characterized by marked impairments in social interaction and communication accompanied by a pattern of repetitive, stereotyped behaviors and activities. Developmental delays in social interaction and language surface prior to age 3 years.",
3182,ieu-a-806,Autism,EFO:0003758,autism,"A disorder characterized by marked impairments in social interaction and communication accompanied by a pattern of repetitive, stereotyped behaviors and activities. Developmental delays in social interaction and language surface prior to age 3 years.",1
3183,ieu-a-806,Autism,EFO:0003758,autism,A disorder beginning in childhood. It is marked by the presence of markedly abnormal or impaired development in social interaction and communication and a markedly restricted repertoire of activity and interest. Manifestations of the disorder vary greatly depending on the developmental level and chronological age of the individual. (DSM-IV),
3184,ieu-a-806,Autism,EFO:0003758,autism,"An autism spectrum disease that is a disorder of neural development characterized by impaired social interaction and communication, and by restricted and repetitive behavior observed in children before a child is three years old.",
3185,ieu-a-806,Autism,MONDO:0005260,autism (disease),,
3186,ieu-a-806,Autism,OAE:0000444,autism AE,a behavior and neurological AE that has an outcome of autism,
3187,ieu-a-806,Autism,OAE:0001544,autism AE,"An adverse event that is a disorder of neural development characterized by impaired social interaction and communication, and by restricted and repetitive behavior.",
3188,ieu-a-806,Autism,Orphanet:199627,Atypical autism,"A rare, pervasive developmental disorder that does not fit the diagnosis for the other specific autistic spectrum disorders (autism, Asperger syndrome, Rett syndrome or childhood disintegrative disorder) and is characterized by usually milder developmental and social delay and less stereotypical autistic behavior.",
3189,ieu-a-806,Autism,DOID:0060042,atypical autism,An autism spectrum disorder that involves some autistic symptoms occuring after age 3 with an abscence of all the traits necessary for a diagnosis of autism.,
3190,ieu-a-806,Autism,MONDO:0016052,atypical autism,,
3191,ieu-a-806,Autism,NA,Autism 15,"(AUTS15) -  A complex multifactorial, pervasive developmental disorder characterized by impairments in reciprocal social interaction and communication, restricted and stereotyped patterns of interests and activities, and the presence of developmental abnormalities by 3 years of age. Most individuals with autism also manifest moderate mental retardation.",
3192,ieu-a-806,Autism,NA,Autism 18,"(AUTS18) -  A complex multifactorial, pervasive developmental disorder characterized by impairments in reciprocal social interaction and communication, restricted and stereotyped patterns of interests and activities, and the presence of developmental abnormalities by 3 years of age. Most individuals with autism also manifest moderate mental retardation.",
3193,ieu-a-806,Autism,NA,Autism 19,"(AUTS19) -  A complex multifactorial, pervasive developmental disorder characterized by impairments in reciprocal social interaction and communication, restricted and stereotyped patterns of interests and activities, and the presence of developmental abnormalities by 3 years of age. Most individuals with autism also manifest moderate mental retardation.",
3194,ieu-a-806,Autism,NA,Autism 16,"(AUTS16) -  A complex multifactorial, pervasive developmental disorder characterized by impairments in reciprocal social interaction and communication, restricted and stereotyped patterns of interests and activities, and the presence of developmental abnormalities by 3 years of age. Most individuals with autism also manifest moderate mental retardation. AUTS16 can be associated with epilepsy.",
